"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2019-07-13","MIN","1","1.65","1.6706","FCD","0","1.516","1.5194","1","0.134","0.1512","1","1.42","1.282"
"2019-07-13","CHI","1","3.3176","3.3176","CIN","2","1.1417","1.1417","-1","2.1759","2.1759","-1","2.677","0.223"
"2019-07-13","ORL","1","0.7674","0.7674","CLB","0","0.7173","0.7173","1","0.0502","0.0502","1","1.441","1.159"
"2019-07-13","MTL","0","1.2462","1.2528","TOR","2","1.2573","1.2761","-2","-0.0111","-0.0233","-2","1.406","1.301"
"2019-07-12","LAG","1","0.743","0.743","SJE","3","2.1906","2.2565","-2","-1.4477","-1.5136","-2","0.451","2.353"
"2019-07-12","HOU","1","2.1547","2.1655","LAFC","3","1.271","1.2747","-2","0.8836","0.8909","-2","2.093","0.677"
"2019-07-12","DCU","2","1.8218","1.8218","NER","2","1.243","1.3482","0","0.5787","0.4736","0","1.873","0.889"
"2019-07-07","NYC","0","1.2303","1.2303","POR","1","0.5904","0.5924","-1","0.6398","0.6379","-1","1.855","0.832"
"2019-07-07","PHI","2","1.5135","1.5135","ORL","2","1.2568","1.2825","0","0.2567","0.231","0","1.502","1.208"
"2019-07-07","ATL","3","1.6312","1.6312","NYRB","3","1.055","1.055","0","0.5762","0.5762","0","1.792","0.952"
"2019-07-06","LAFC","5","2.8884","2.9816","VAN","1","0.3547","0.3688","4","2.5337","2.6128","5","2.816","0.122"
"2019-07-06","SJE","1","0.8284","0.8392","RSL","0","1.1528","1.1586","1","-0.3243","-0.3194","1","1.068","1.632"
"2019-07-06","SKC","1","2.1191","2.1191","CHI","0","0.3409","0.3409","1","1.7783","1.7783","1","2.638","0.226"
"2019-07-06","MTL","2","1.2195","1.2195","MIN","3","1.6119","1.6119","-1","-0.3923","-0.3923","-1","1.031","1.664"
"2019-07-06","CLB","1","2.0126","2.0126","SEA","2","1.5948","1.5955","-1","0.4177","0.417","-1","1.743","1.008"
"2019-07-06","CIN","3","1.3397","1.3397","HOU","1","2.2768","2.2776","2","-0.9371","-0.938","1","0.721","2.083"
"2019-07-04","LAG","2","1.3218","1.3332","TOR","0","1.0971","1.0971","2","0.2247","0.2361","2","1.458","1.272"
"2019-07-04","COL","1","1.9073","1.9303","NER","2","0.9779","0.9823","-1","0.9294","0.948","-1","2.08","0.682"
"2019-07-04","FCD","2","2.7807","2.835","DCU","0","0.489","0.489","2","2.2917","2.346","2","2.723","0.188"
"2019-07-03","RSL","1","1.3997","1.3997","CLB","0","0.7257","0.7257","1","0.6739","0.6739","1","1.949","0.782"
"2019-07-03","HOU","4","1.8808","1.9019","NYRB","0","0.6975","0.7083","4","1.1832","1.1936","4","2.265","0.522"
"2019-07-03","SKC","1","3.6604","3.9394","LAFC","5","1.9042","1.9042","-4","1.7562","2.0353","-4","2.319","0.537"
"2019-07-03","ORL","1","1.2801","1.284","PHI","3","2.209","2.3066","-2","-0.9289","-1.0225","-2","0.747","2.043"
"2019-07-03","MIN","3","1.7159","1.7159","SJE","1","2.2275","2.2551","2","-0.5117","-0.5392","2","1.119","1.65"
"2019-07-03","CHI","5","3.8911","4.0063","ATL","1","0.9106","0.9106","4","2.9805","3.0957","4","2.841","0.105"
"2019-07-03","NYC","3","1.9489","2.0809","SEA","0","0.5963","0.5994","3","1.3526","1.4815","3","2.419","0.394"
"2019-06-30","POR","1","1.2878","1.2878","FCD","0","1.4366","1.4383","1","-0.1487","-0.1505","1","1.195","1.531"
"2019-06-29","SEA","1","1.6959","1.7029","VAN","0","0.962","0.962","1","0.7339","0.7409","1","1.96","0.805"
"2019-06-29","RSL","2","1.5418","1.5572","SKC","0","0.5651","0.5651","2","0.9767","0.9921","2","2.196","0.555"
"2019-06-29","SJE","3","1.5812","1.5832","LAG","0","0.9596","0.963","3","0.6217","0.6202","3","1.829","0.932"
"2019-06-29","DCU","1","1.4307","1.4307","TOR","1","1.1764","1.2713","0","0.2543","0.1594","0","1.57","1.132"
"2019-06-29","NER","2","2.2965","2.3051","HOU","1","0.7791","0.7791","1","1.5174","1.526","1","2.377","0.436"
"2019-06-29","CLB","0","1.2114","1.2114","ORL","2","0.3379","0.3379","-2","0.8735","0.8735","-2","2.229","0.498"
"2019-06-29","NYC","4","3.1302","3.1302","PHI","2","0.8928","0.8928","2","2.2374","2.2374","2","2.724","0.183"
"2019-06-29","ATL","2","1.2337","1.2611","MTL","1","1.5716","1.592","1","-0.3379","-0.331","1","1.002","1.731"
"2019-06-29","MIN","7","3.7959","3.8428","CIN","1","0.3693","0.3693","6","3.4265","3.4735","6","2.94","0.036"
"2019-06-28","COL","1","0.4864","0.4917","LAFC","0","0.9277","0.9289","1","-0.4412","-0.4372","1","0.898","1.735"
"2019-06-28","NYRB","3","1.47","1.4712","CHI","1","3.0109","3.0243","2","-1.5408","-1.5531","2","0.62","2.207"
"2019-06-26","SJE","2","2.1289","2.1309","HOU","0","0.7271","0.7271","2","1.4018","1.4038","2","2.327","0.488"
"2019-06-26","FCD","2","2.197","2.2131","VAN","2","0.8496","0.8528","0","1.3474","1.3604","0","2.35","0.475"
"2019-06-26","MTL","2","1.0751","1.0802","POR","1","1.2167","1.2167","1","-0.1416","-0.1365","1","1.253","1.43"
"2019-06-26","TOR","3","2.5312","2.5339","ATL","2","2.9364","2.9369","1","-0.4052","-0.4031","1","1.125","1.626"
"2019-06-26","DCU","1","0.8647","0.8647","ORL","0","1.4812","1.5723","1","-0.6165","-0.7076","1","0.863","1.871"
"2019-06-26","NER","1","1.4809","1.4815","PHI","1","1.6193","1.6193","0","-0.1384","-0.1377","0","1.152","1.551"
"2019-06-23","CLB","0","1.034","1.0404","SKC","1","2.052","2.2835","-1","-1.018","-1.2431","-1","0.691","2.113"
"2019-06-22","POR","4","3.0362","3.1307","HOU","0","0.5755","0.5865","4","2.4607","2.5442","4","2.748","0.177"
"2019-06-22","VAN","2","2.704","2.7889","COL","2","2.3164","2.4095","0","0.3876","0.3794","0","1.683","1.092"
"2019-06-22","FCD","3","3.2356","3.5583","TOR","0","0.4492","0.4492","3","2.7864","3.1091","3","2.899","0.067"
"2019-06-22","CHI","1","0.3253","0.3253","RSL","1","1.0902","1.0902","0","-0.7648","-0.7648","0","0.55","2.167"
"2019-06-22","CIN","0","0.4938","0.4938","LAG","2","1.9188","2.1334","-2","-1.4249","-1.6396","-2","0.44","2.375"
"2019-06-08","COL","1","0.4684","0.4684","MIN","0","0.884","0.8903","1","-0.4156","-0.4219","1","0.959","1.676"
"2019-06-08","PHI","3","3.0413","3.0413","NYRB","2","0.8571","0.8685","1","2.1842","2.1728","1","2.687","0.23"
"2019-06-08","SJE","2","1.1193","1.1193","FCD","1","0.6318","0.6352","1","0.4875","0.484","0","1.709","0.974"
"2019-06-07","TOR","2","2.1782","2.2174","SKC","2","1.8403","1.8403","0","0.3379","0.3771","0","1.519","1.219"
"2019-06-06","NYC","5","3.2846","3.2846","CIN","0","1.6127","1.6127","5","1.6719","1.6719","3","2.388","0.462"
"2019-06-05","MTL","2","1.4864","1.4947","SEA","1","0.7978","0.7978","1","0.6887","0.697","1","1.973","0.68"
"2019-06-02","LAG","1","1.7535","1.7613","NER","2","2.1981","2.2649","-1","-0.4446","-0.5036","-1","1.106","1.667"
"2019-06-02","MIN","2","2.7454","2.8442","PHI","3","2.4967","2.5685","-1","0.2487","0.2758","-1","1.482","1.311"
"2019-06-01","POR","2","2.3668","2.4331","LAFC","3","2.1651","2.1669","-1","0.2017","0.2662","-1","1.481","1.292"
"2019-06-01","FCD","0","0.7627","0.7627","SEA","1","0.1747","0.1747","-1","0.588","0.588","1","1.922","0.656"
"2019-06-01","COL","3","2.3698","2.4228","CIN","1","1.1268","1.1268","2","1.243","1.296","2","2.192","0.632"
"2019-06-01","HOU","1","1.4193","1.4474","SKC","1","0.2959","0.2959","0","1.1235","1.1516","0","2.285","0.452"
"2019-06-01","DCU","1","1.2123","1.2245","SJE","1","1.771","1.8043","0","-0.5587","-0.5798","0","1.095","1.647"
"2019-06-01","CLB","2","1.7107","1.7107","NYC","2","0.9164","0.9164","0","0.7943","0.7943","0","2.094","0.672"
"2019-06-01","NYRB","3","1.7524","1.7666","RSL","0","0.5786","0.5899","3","1.1739","1.1766","4","2.247","0.519"
"2019-06-01","ATL","2","1.1112","1.1112","CHI","0","1.02","1.02","2","0.0912","0.0912","2","1.441","1.24"
"2019-06-01","MTL","0","1.0024","1.0215","ORL","3","1.7568","1.7885","-3","-0.7545","-0.767","-3","0.663","2.1"
"2019-05-31","VAN","1","0.9507","0.9507","TOR","1","0.4826","0.4826","0","0.4681","0.4681","0","2.004","0.675"
"2019-05-29","SKC","0","0.8907","0.9226","LAG","2","1.101","1.1014","-2","-0.2102","-0.1787","-2","1.13","1.559"
"2019-05-29","PHI","1","3.512","3.5164","COL","1","1.1361","1.1464","0","2.3758","2.37","0","2.627","0.284"
"2019-05-29","DCU","3","1.3209","1.3279","CHI","3","3.1304","3.2519","0","-1.8096","-1.9241","0","0.4","2.461"
"2019-05-29","MTL","2","2.3752","2.3752","RSL","1","1.162","1.1627","1","1.2132","1.2125","1","2.335","0.433"
"2019-05-29","ATL","3","2.092","2.0948","MIN","0","1.1645","1.3356","3","0.9275","0.7592","3","2.049","0.738"
"2019-05-26","TOR","1","1.5182","1.5182","SJE","2","1.8215","1.8215","-1","-0.3034","-0.3034","-1","1.108","1.624"
"2019-05-26","SKC","3","1.5825","1.584","SEA","2","1.4568","1.4568","1","0.1257","0.1273","1","1.382","1.364"
"2019-05-25","COL","3","1.4004","1.4351","CLB","2","1.9102","1.9582","1","-0.5098","-0.5231","1","0.952","1.828"
"2019-05-25","MIN","1","1.1808","1.2241","HOU","0","1.255","1.2679","1","-0.0742","-0.0438","1","1.317","1.398"
"2019-05-25","PHI","1","1.9351","1.969","POR","3","1.3087","1.3087","-2","0.6264","0.6604","-2","1.842","0.936"
"2019-05-25","CIN","0","1.6425","1.65","NYRB","2","1.1779","1.1779","-2","0.4646","0.4721","-2","1.733","1.013"
"2019-05-25","NER","1","1.0765","1.0765","DCU","1","2.5312","2.5968","0","-1.4547","-1.5203","0","0.536","2.291"
"2019-05-25","VAN","2","0.8621","0.8621","FCD","1","1.3936","1.3989","1","-0.5314","-0.5368","1","0.92","1.778"
"2019-05-25","CHI","1","1.2055","1.2055","NYC","1","0.8042","0.8042","0","0.4014","0.4014","0","1.776","0.936"
"2019-05-24","LAFC","4","3.7332","3.7663","MTL","1","1.5337","1.5337","3","2.1994","2.2326","2","2.598","0.288"
"2019-05-24","RSL","2","1.0717","1.0717","ATL","1","0.8808","0.8808","1","0.1909","0.1909","1","1.512","1.158"
"2019-05-24","ORL","0","2.0229","2.0296","LAG","1","0.5244","0.5244","-1","1.4985","1.5052","-1","2.508","0.306"
"2019-05-22","NYRB","1","1.4086","1.4574","VAN","2","1.8573","1.8769","-1","-0.4487","-0.4196","0","1.061","1.694"
"2019-05-19","LAG","0","1.8914","1.8914","COL","1","3.005","3.163","-1","-1.1136","-1.2716","-1","0.792","2.028"
"2019-05-19","FCD","1","0.6284","0.6284","LAFC","1","2.6085","2.6432","0","-1.9801","-2.0148","0","0.193","2.719"
"2019-05-19","NYRB","1","0.6004","0.6004","ATL","0","0.8765","0.8778","1","-0.2761","-0.2773","1","1.093","1.54"
"2019-05-19","ORL","5","2.3735","2.3735","CIN","1","0.7752","0.7752","4","1.5983","1.5983","4","2.529","0.336"
"2019-05-18","SKC","1","0.9854","1.0385","VAN","1","0.6836","0.6846","0","0.3018","0.3539","0","1.627","1.027"
"2019-05-18","HOU","2","1.9582","2.0852","DCU","1","1.2397","1.2723","1","0.7185","0.8129","1","1.873","0.883"
"2019-05-18","MIN","1","1.6247","1.6275","CLB","0","0.1282","0.1282","1","1.4965","1.4994","1","2.552","0.251"
"2019-05-18","PHI","0","1.4672","1.4801","SEA","0","0.4562","0.4823","0","1.011","0.9978","0","2.204","0.551"
"2019-05-18","SJE","4","3.0076","3.0354","CHI","1","1.3416","1.3416","3","1.6659","1.6938","3","2.369","0.467"
"2019-05-18","RSL","3","1.9804","1.995","TOR","0","0.6444","0.6444","3","1.336","1.3506","3","2.357","0.467"
"2019-05-18","MTL","0","1.0114","1.0114","NER","0","0.6466","0.6557","0","0.3648","0.3556","0","1.66","1.03"
"2019-05-16","LAFC","2","2.8621","2.8709","FCD","0","0.6525","0.6525","2","2.2096","2.2183","2","2.698","0.217"
"2019-05-15","SEA","2","2.0145","2.0202","ORL","1","0.5073","0.5105","1","1.5071","1.5098","1","2.559","0.291"
"2019-05-15","VAN","0","0.3214","0.3225","ATL","1","2.1372","2.3084","-1","-1.8158","-1.9859","-1","0.166","2.722"
"2019-05-15","HOU","1","2.3578","2.39","POR","1","1.5242","1.5242","0","0.8336","0.8659","0","1.891","0.88"
"2019-05-15","TOR","0","3.2182","3.4564","DCU","0","0.1425","0.1425","0","3.0757","3.3138","0","2.915","0.047"
"2019-05-12","DCU","1","0.9568","0.9669","SKC","0","0.9948","0.9948","1","-0.038","-0.0279","1","1.32","1.356"
"2019-05-12","ATL","1","1.0254","1.0254","ORL","0","1.7656","1.7656","1","-0.7402","-0.7402","1","0.861","1.899"
"2019-05-11","SEA","1","1.4913","1.4925","HOU","0","1.4031","1.4031","1","0.0882","0.0893","1","1.407","1.341"
"2019-05-11","COL","2","2.582","2.8313","RSL","3","2.771","2.8433","-1","-0.189","-0.012","-1","1.313","1.487"
"2019-05-11","CHI","2","2.3779","2.4053","MIN","0","0.8999","0.8999","2","1.4781","1.5054","2","2.408","0.404"
"2019-05-11","NER","3","1.9872","2.0035","SJE","1","1.62","1.684","2","0.3672","0.3194","2","1.685","1.079"
"2019-05-11","CLB","0","0.605","0.605","LAFC","3","2.2302","2.3718","-3","-1.6252","-1.7668","-3","0.382","2.461"
"2019-05-11","LAG","0","1.4486","1.5427","NYC","2","1.5818","1.5954","-2","-0.1332","-0.0527","-2","1.216","1.501"
"2019-05-11","TOR","1","1.0569","1.0569","PHI","1","0.8475","0.8475","0","0.2094","0.2094","-1","1.527","1.155"
"2019-05-11","FCD","1","1.2358","1.2538","NYRB","3","0.9216","0.9273","-2","0.3142","0.3265","-2","1.627","1.081"
"2019-05-11","CIN","2","0.5577","0.5577","MTL","1","1.1676","1.1677","1","-0.6099","-0.61","1","0.741","1.947"
"2019-05-10","VAN","1","1.3252","1.3656","POR","0","1.5534","1.5596","1","-0.2282","-0.1941","1","1.24","1.495"
"2019-05-08","NYRB","1","0.7116","0.7116","MTL","2","1.5379","1.5681","-1","-0.8263","-0.8565","-1","0.654","2.079"
"2019-05-08","CHI","5","3.0027","3.0331","NER","0","0.3913","0.3913","5","2.6114","2.6418","5","2.815","0.118"
"2019-05-08","CLB","3","1.3957","1.3957","LAG","1","1.0698","1.0882","2","0.3259","0.3075","2","1.635","1.071"
"2019-05-08","ATL","2","1.62","1.6712","TOR","0","0.7001","0.7085","2","0.9198","0.9628","2","2.114","0.638"
"2019-05-05","SKC","0","0.5775","0.5838","ATL","3","1.7266","1.743","-3","-1.1491","-1.1592","-3","0.522","2.286"
"2019-05-04","LAFC","0","2.5672","3.4594","CHI","0","0.9653","0.9653","0","1.6019","2.4941","0","2.428","0.394"
"2019-05-04","SJE","1","0.598","0.598","CIN","0","1.1683","1.1841","1","-0.5703","-0.5861","1","0.801","1.911"
"2019-05-04","RSL","1","1.5889","1.5914","POR","2","0.4486","0.4623","-1","1.1403","1.1291","-1","2.382","0.387"
"2019-05-04","MIN","1","0.9688","0.9889","SEA","1","1.0031","1.0031","0","-0.0343","-0.0141","0","1.277","1.397"
"2019-05-04","DCU","3","2.032","2.2457","CLB","0","0.6339","0.6355","3","1.398","1.6103","2","2.423","0.392"
"2019-05-04","PHI","6","2.818","3.0279","NER","1","2.5297","2.9102","5","0.2883","0.1177","5","1.506","1.296"
"2019-05-04","MTL","0","0.5528","0.5528","NYC","2","2.2122","2.2514","-2","-1.6594","-1.6986","-2","0.284","2.561"
"2019-05-04","ORL","0","1.3353","1.3353","TOR","2","1.0102","1.0102","-2","0.3251","0.3251","-2","1.632","1.083"
"2019-05-04","HOU","2","1.9771","2.088","FCD","1","1.6332","1.6456","1","0.3439","0.4425","1","1.578","1.146"
"2019-05-04","NYRB","3","2.0346","2.1202","LAG","2","3.1438","3.3357","1","-1.1092","-1.2155","1","0.863","1.949"
"2019-05-03","COL","2","2.3919","2.5322","VAN","3","1.6804","1.6937","-1","0.7114","0.8385","-1","1.904","0.863"
"2019-05-01","PHI","2","2.507","2.5987","CIN","0","1.0376","1.042","2","1.4693","1.5568","2","2.34","0.504"
"2019-04-28","LAG","2","1.8309","1.8328","RSL","1","1.3677","1.3849","1","0.4632","0.4479","1","1.696","1.06"
"2019-04-28","SEA","1","0.472","0.472","LAFC","1","3.8807","3.895","0","-3.4087","-3.4229","0","0.034","2.947"
"2019-04-28","MIN","1","0.9405","0.9405","DCU","0","0.5805","0.5811","1","0.3599","0.3594","1","1.616","1.043"
"2019-04-28","MTL","1","0.9262","0.9264","CHI","0","0.7942","0.9798","1","0.132","-0.0534","1","1.46","1.154"
"2019-04-27","SKC","4","3.8775","4.0717","NER","4","3.697","3.9953","0","0.1804","0.0765","0","1.453","1.363"
"2019-04-27","HOU","2","2.3434","2.3806","CLB","0","1.0349","1.0349","2","1.3085","1.3456","2","2.223","0.588"
"2019-04-27","NYRB","1","1.1627","1.1627","CIN","0","0.5142","0.5142","1","0.6485","0.6485","1","1.874","0.815"
"2019-04-27","ATL","1","1.2998","1.2998","COL","0","0.519","0.519","1","0.7808","0.7808","1","2.084","0.641"
"2019-04-27","VAN","1","0.9818","0.9818","PHI","1","0.7793","0.7793","0","0.2025","0.2025","0","1.51","1.168"
"2019-04-27","FCD","0","0.6337","0.6382","SJE","0","0.9461","0.9923","0","-0.3124","-0.3541","0","1.018","1.627"
"2019-04-27","TOR","1","1.1015","1.1495","POR","2","1.1125","1.1125","-1","-0.011","0.0371","-1","1.329","1.368"
"2019-04-27","NYC","1","1.4304","1.4724","ORL","1","0.6026","0.6026","0","0.8278","0.8699","0","2.075","0.671"
"2019-04-24","SEA","2","1.3905","1.4092","SJE","2","1.7201","1.7204","0","-0.3296","-0.3112","0","1.164","1.587"
"2019-04-24","MIN","0","1.4304","1.4304","LAG","0","0.363","0.363","0","1.0673","1.0673","0","2.336","0.434"
"2019-04-24","NER","0","0.6973","0.6988","MTL","3","1.8826","1.9226","-3","-1.1854","-1.2238","-3","0.491","2.288"
"2019-04-24","CLB","0","1.2575","1.2622","DCU","1","1.1835","1.1931","-1","0.0741","0.0692","-1","1.45","1.27"
"2019-04-24","NYC","1","1.646","1.646","CHI","0","0.5316","0.5316","1","1.1144","1.1144","1","2.369","0.413"
"2019-04-21","LAFC","4","3.1344","3.1383","SEA","1","0.3924","0.3924","3","2.742","2.7459","3","2.879","0.068"
"2019-04-21","DCU","0","0.7402","0.7402","NYC","2","1.6474","1.65","-2","-0.9071","-0.9098","-2","0.602","2.18"
"2019-04-20","SJE","4","2.5729","2.5729","SKC","1","3.4904","3.498","3","-0.9175","-0.9251","3","0.832","1.954"
"2019-04-20","NER","1","0.8079","0.8079","NYRB","0","0.8824","0.8829","1","-0.0745","-0.075","1","1.266","1.389"
"2019-04-20","CLB","1","1.2374","1.2778","POR","3","1.4131","1.4206","-2","-0.1757","-0.1427","-2","1.225","1.519"
"2019-04-20","ATL","1","2.4797","2.5022","FCD","2","0.9125","0.9125","-1","1.5672","1.5897","-1","2.428","0.406"
"2019-04-20","ORL","1","1.9861","2.0903","VAN","0","0.5603","0.5603","1","1.4258","1.53","1","2.455","0.358"
"2019-04-20","PHI","3","1.1464","1.1464","MTL","0","0.5243","0.5243","3","0.6221","0.6221","3","2.043","0.648"
"2019-04-20","CHI","4","2.6304","2.6635","COL","1","0.9307","0.9307","3","1.6997","1.7328","3","2.557","0.301"
"2019-04-19","LAG","2","2.4189","2.4189","HOU","1","1.5484","1.5484","1","0.8705","0.8705","1","2.031","0.756"
"2019-04-19","TOR","4","2.3891","2.4394","MIN","3","2.6366","2.7114","1","-0.2476","-0.2721","1","1.151","1.613"
"2019-04-19","CIN","0","1.2584","1.3567","RSL","3","2.0514","2.4442","-3","-0.7931","-1.0875","-3","0.817","1.975"
"2019-04-17","VAN","1","0.8105","0.8165","LAFC","0","0.9591","0.9636","1","-0.1486","-0.1471","1","1.29","1.398"
"2019-04-14","SKC","2","1.8548","1.8756","NYRB","2","1.1787","1.1787","0","0.6761","0.6969","0","1.87","0.892"
"2019-04-13","LAFC","2","1.7948","1.8112","CIN","0","0.8777","0.8777","2","0.9171","0.9334","2","1.941","0.807"
"2019-04-13","LAG","2","1.6966","1.7047","PHI","0","0.7999","0.8761","2","0.8967","0.8286","2","2.121","0.63"
"2019-04-13","RSL","2","0.8303","0.8389","ORL","1","1.1882","1.1882","1","-0.358","-0.3493","1","1.017","1.665"
"2019-04-13","COL","2","1.7277","1.7586","DCU","3","1.4687","1.472","-1","0.2589","0.2865","-1","1.514","1.229"
"2019-04-13","FCD","2","2.0851","2.0851","POR","1","1.6116","1.6116","1","0.4735","0.4735","1","1.674","1.104"
"2019-04-13","NER","0","0.7386","0.7386","ATL","2","2.3995","2.3995","-2","-1.6609","-1.6609","-2","0.35","2.492"
"2019-04-13","MIN","2","1.7892","1.7892","NYC","3","1.4521","1.5165","-1","0.3371","0.2727","0","1.613","1.148"
"2019-04-13","SEA","3","1.3294","1.3303","TOR","2","0.8825","0.8825","1","0.4469","0.4478","1","1.752","0.972"
"2019-04-13","HOU","2","2.9434","3.0349","SJE","1","0.9022","0.9022","1","2.0412","2.1327","1","2.634","0.261"
"2019-04-13","MTL","1","0.8258","0.8281","CLB","0","1.1295","1.1295","1","-0.3037","-0.3014","1","1.18","1.525"
"2019-04-12","CHI","1","1.8922","2.0081","VAN","1","0.3132","0.3132","0","1.579","1.6949","0","2.605","0.247"
"2019-04-09","DCU","0","0.486","0.486","MTL","0","0.5476","0.5521","0","-0.0617","-0.0661","0","1.235","1.343"
"2019-04-07","CIN","1","2.0606","2.0757","SKC","1","2.0123","2.0667","0","0.0482","0.009","0","1.491","1.263"
"2019-04-06","SEA","1","1.6001","1.6214","RSL","0","1.1226","1.2295","1","0.4775","0.3919","1","1.784","0.965"
"2019-04-06","SJE","3","2.7238","2.8023","POR","0","1.3045","1.3689","3","1.4192","1.4334","3","2.301","0.483"
"2019-04-06","CLB","1","0.8478","0.8478","NER","0","0.7751","0.7751","1","0.0727","0.0727","1","1.38","1.251"
"2019-04-06","PHI","2","2.4807","2.5568","FCD","1","0.1928","0.1928","1","2.2878","2.364","1","2.821","0.1"
"2019-04-06","ORL","4","3.1925","3.3176","COL","3","1.6323","1.6323","1","1.5602","1.6854","1","2.424","0.435"
"2019-04-06","NYRB","1","1.1531","1.169","MIN","2","0.9963","1.0622","-1","0.1568","0.1067","-1","1.459","1.225"
"2019-04-06","TOR","2","2.1021","2.1255","CHI","2","1.2327","1.2327","0","0.8695","0.8929","0","2.043","0.72"
"2019-04-06","DCU","0","1.5821","1.6049","LAFC","4","3.2189","3.315","-4","-1.6368","-1.7101","-4","0.519","2.328"
"2019-04-06","NYC","0","0.9407","0.9424","MTL","0","0.2069","0.2069","0","0.7338","0.7355","0","2.053","0.601"
"2019-04-05","VAN","0","1.5938","1.5968","LAG","2","1.2427","1.2434","-2","0.3511","0.3534","-2","1.71","0.999"
"2019-03-31","LAG","2","2.7333","2.7333","POR","1","0.9908","0.9908","1","1.7424","1.7424","1","2.603","0.269"
"2019-03-31","ORL","1","1.7361","1.7361","DCU","2","0.8164","0.8164","-1","0.9197","0.9197","-1","2.079","0.684"
"2019-03-30","SJE","0","0.4135","0.4135","LAFC","5","3.4868","3.4884","-5","-3.0734","-3.0749","-5","0.046","2.911"
"2019-03-30","VAN","0","1.2179","1.3691","SEA","0","1.1611","1.1835","0","0.0568","0.1856","0","1.425","1.278"
"2019-03-30","RSL","2","0.4457","0.4457","FCD","4","1.413","1.413","-2","-0.9672","-0.9672","-2","0.585","2.157"
"2019-03-30","COL","1","2.2713","2.3429","HOU","2","1.3033","1.3108","-1","0.9681","1.0321","-3","2.038","0.745"
"2019-03-30","CLB","2","2.2256","2.4358","ATL","0","1.5066","1.5429","2","0.7189","0.8929","2","1.983","0.81"
"2019-03-30","CIN","0","0.3043","0.3043","PHI","2","2.0194","2.0257","-2","-1.7151","-1.7214","-2","0.269","2.576"
"2019-03-30","SKC","7","3.1904","3.1975","MTL","1","1.0611","1.0617","6","2.1293","2.1358","6","2.618","0.269"
"2019-03-30","NER","2","1.9835","2.0089","MIN","1","2.096","2.096","1","-0.1125","-0.0871","1","1.242","1.515"
"2019-03-30","CHI","0","1.1259","1.1259","NYRB","0","0.3656","0.3656","0","0.7603","0.7603","1","2.055","0.627"
"2019-03-29","TOR","4","2.8369","2.8773","NYC","0","0.6754","0.6886","4","2.1616","2.1886","4","2.716","0.184"
